Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Terminated,Redlands,CA,United States,Class II,{},Food,89661,ALLI & ROSE LLC,401 Alabama St Ste 300,N/A,92373-8064,Voluntary: Firm initiated,Press Release,CA,F-0908-2022,"Snak Yard Dried Plums Saladitos; 12.7 oz. net wt (360g) Item number 1546905 UPC: 8 10019 60082 1  Made in China; Packed in Thailand  Distributed by Alli & Rose LLC, 1422 E, ?M?ain St. PMB #210 Lincolnton NC 28092",Unknown,Firm is recalling Dried Plums due to potential high lead content.,20220224,20220324,20220517,20220330,"All codes  BEST BEFORE DATE: 2/14/2023  BATCH NO: CM21126 B01, CM21126 B02, CM21126 B01, CM21126 B04  BEST BEFORE DATE: 4/29/2023 BATCH NO: CM21156 B01, CM21156 B02",
Completed,Watertown,WI,United States,Class III,{},Food,91534,"Clasen Quality Chocolater, Inc",420 E Horseshoe Rd,N/A,53094-9191,Voluntary: Firm initiated,Telephone,"CA, CO, IL, KY, MA, MI, NJ, NY, OR, PA, UT, WI",F-0438-2023,"4M DF NSA Semisweet Baking Drop (FT), Item # 56854.  Net Wt. 40 lbs. (18.14 KG) poly-lined case.   Ingredients:  Chocolate Liquor, Inulin, Erythritol, Cocoa Butter, Sunflower Lecithin (an emulsifier), Vanilla Extract, Stevia Leaf Reb M.   Distributed By:  Clasen Quality Chocolate, 5126 West Terrace Drive, Madison, WI  53718","19,120 lbs.",Chocolate may contain undeclared peanut residue.,20230118,20230310,,20230322,Lot # 2345T540CL14.,
Terminated,Walnut Creek,OH,United States,Class I,{},Food,90285,Walnut Creek Chocolate Co Inc,4917 State Route 515,N/A,44687,Voluntary: Firm initiated,E-Mail,"AL, AZ, CA, CO, CT, FL, GA, IA, IL, IN, LA, MA, MI, MN, MO, NC, ND, NM, NV, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV",F-1142-2022,Peanut Butter Caramel Corn,234 total units,Potential Salmonella contamination,20220523,20220602,20220719,20220608,"Lot Codes: 1305, 1306, 1313, 1320, 1335, 1340, 1347, 2073, 2087, 2095, 2095, 2115, 2118",
Terminated,Little Canada,MN,United States,Class I,{},Food,93162,Bix Produce Company LLC,3060 Centerville Rd,N/A,55117-1105,Voluntary: Firm initiated,Telephone,"IA, MN, ND, WI",F-0304-2024,"FreshPoint Bix Produce Company, Cantaloupe. Item # 03143.    3 melons per bag.",61 - 3 packs,Cantaloupe may be contaminated with Salmonella.,20230929,20231030,20240111,20231108,Bix Lot Numbers:  P2742702-00 and P2741287,
Terminated,Roseburg,OR,United States,Class II,{},Food,89271,Local Fixe LLC,2141 Ne Airport Rd Ste 2,N/A,97470-5472,Voluntary: Firm initiated,Telephone,Distributed in OR only.,F-0388-2022,"Fresh Flour Tortillas are packaged in a clear Ziploc style plastic bag.  The weight per package is 1.323 lbs/600 grams.  The label is read in parts:  ""***Fresh Flour Tortillas ***Flour, water, organic palm shortening, salt, baking powder*** ww.localfixe.com***"".",320 packages,Flour is declared but Wheat is not declared on label.,20211217,20220110,20220301,20220119,Lot code 44536 and smaller.,
Terminated,Fostoria,OH,United States,Class II,{},Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0882-2024,"43058751 BREAD FLR delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",20240130,20240216,20240321,20240228,Lot Codes: 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-17; 24025-11; 24025-14; 24025-07; 24025-33; 24025-40; 24025-37; 24026-10; 24026-24; 24026-26; 24026-05; 24026-19; 24025-46; 24027-14; 24027-19; 24027-11; 24026-38; 24027-04; 24027-25; 24029-03; 24028-19; 24027-06; 24027-05; 24026-12; 24028-07; 24026-23; 24028-10; 24026-53; 24025-35; 24026-20; 24026-15; 24028-18  Product Code: H150T1-00501,
Terminated,Kent,WA,United States,Class II,{},Food,91798,Lemonland Food Corp,19039 62nd Ave S,N/A,98032,Voluntary: Firm initiated,E-Mail,Distributed in Washington,F-0682-2023,"Hot Pepper in Soy Sauce distributed in un-labeled plastic containers 12oz. Containers were then labeled at H-mart, G-mart, or M2M retail store.",12oz. containers = 9.07 lb.,Hot Pepper in Soy Sauce was recalled due to undeclared Soybean and Wheat.,20230223,20230324,20230329,20230405,"Feb. 16, 2023 to Feb. 23, 2023.",
Terminated,Utica,OH,United States,Class I,{},Food,87796,Velvet Ice Cream Company,11324 Mount Vernon Rd,N/A,43080-7703,Voluntary: Firm initiated,Telephone,"Illinois, Indiana, Kentucky, Michigan, Ohio, South Carolina, West Virginia, Pennsylvania, New York",F-0590-2021,Velvet Vanilla Bean  3 Gallon Tub - 1 Tub per Case,N/A,Potentially contaminated with Listeria monocytogenes,20210423,20210522,20210720,20210512,Lot 21100,
Terminated,Toa Baja,PR,United States,Class III,{},Food,88881,"Empresas La Famosa, Inc.",Int. Carretera 865 Con Carretera 866,,00949,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic distribution only: Puerto Rico,F-0216-2022,"Mr. Special Jugo de Pina De Concentrado, 46 oz cans, packaged cardboard boxes 12 cans per case of 46 oz each",409 cases 12/46 oz cans,Discovered swollen cans,20210823,20211125,20220309,20211201,"P1105A2PDT03, Exp. Apr/ 15/ 2022",
Ongoing,Costa Mesa,CA,United States,Class II,{},Food,94234,"NRS Enterprises, Inc. dba Sunflour Bakery",2950 Grace Ln,N/A,92626-4169,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Products were distributed to customers within the state of CA.,F-1106-2024,"German Home Bakery Poppy Coffee Cake, 16 oz, clear poly bag",197 loaves,Undeclared Yellow #5,20240308,20240327,,20240403,Pull date for the coffee cakes are 03/08/2024,
Terminated,Brooklyn,NY,United States,Class I,{},Food,88032,Banner Smoked Fish Inc.,2715 W 15th St,N/A,11224-2705,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.",F-0710-2021,"Benz's Kansas City BBQ Pre-Sliced Smoked Salmon (Farm raised Atlantic Salmon (astaxanthin color added to feed), spices, salt, sugar, natural hardwood smoke, sodium nitrite)",33.75lbs,Product may be contaminated with Listeria monocytogenes.,20210601,20210624,20211116,20210630,All lots; all package sizes; all product within expiry,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1124-2023,G20267	WITTS CHICKEN BBQ SEASONING #T-8	25.00	CASE,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,YE674944,
Terminated,San Luis Obispo,CA,United States,Class I,{},Food,86594,Sauer Brands Inc - SLO,184 Suburban Rd,N/A,93401-7502,Voluntary: Firm initiated,Letter,nationwide and on line sales,F-0063-2021,The Spice Hunter  Cayenne Red Pepper  1.8 oz.    Jar UPC 8105701170  Case UPC 40081057011704,"45,498 Bottles Total",Potential Salmonella contamination.,20201009,20201022,20210218,20201028,Lot Number: 20270C  Best By Date: Sep-24,
Ongoing,Columbus,OH,United States,Class II,{},Food,91003,Abbott Laboratories,2900 Easton Square Pl,N/A,43219-6225,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic: Alaska, Alabama, Arizona, California, Colorado, Connecticut, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maine, Maryland, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Washington DC, Wisconsin, West Virginia, Wyoming  Foreign: Canada, Puerto Rico, Bermuda, Curacao, Trinidad, Tobago, Panama, Dominican Republic, and Colombia",F-0156-2023,"Similac 360 Total Care 2 fl oz reclose able plastic bottle  Packaged as: 6 count carton, 12 count carton, 48 count case","14,588,544 bottles TOTAL",Compromised seal integrity which could lead to spoilage,20221013,20221116,,20221123,"Batch No. 35609N200, 39480N200, 39633N200, 40624N200, 40715N200, 40738N200, 41001N200, 377777N200, 41756N200, 41793N200, 41875N200, 40716N200, 37778N200, 40755N200, 4296N200, 41754N200, 40755N200, 38779N200, 40755N200  Case No. 38493XK00, 39480N200, 39633N200, 40624N200, 40715N200, 41001N200, 41543XK00, 41756N200, 41793N200, 41875N200, 420258H00, 42564XK00, 42566XK00, 42567XK00, 42568XK00, 42572XK00, 42573XK00, 42962N200, 430264R00, 43579XK00, 43580XK00, 43581XK00, 440324R00, 450394R00  Product No. 68133, 68136, 68708, 68133  Best By 12/01/22, 02/01/23, 03/01/23, 04/01/23, 05/01/23, 06/01/23, 07/01/23",
Ongoing,Eureka,CA,United States,Class I,{},Food,93135,Dick Taylor Inc,333 1st St,N/A,95501-0467,Voluntary: Firm initiated,E-Mail,U.S. Distribution to all 50 states and foreign distribution. Firm's products are available for purchase through their website to domestic and foreign customers.,F-0011-2024,"Ginger Snap Milk Chocolate, 2 oz wrapped",612 Bars,Undeclared allergen (peanut),20230925,20231011,,20231018,"Lot number 23194, expiration date 13/JAN/2025, UPC 858788004495",
Terminated,Windermere,FL,United States,Class II,{},Food,85918,Fresh Express Incorporated,4757 The Grove Dr,N/A,34786-8426,Voluntary: Firm initiated,E-Mail,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada",F-1069-2020,"Fresh Express Green & Crisp / Verde y Crujiente 11 oz., UPC 071279108049, (Canada UPC) 0 71279 10813 1,  Iceberg & romaine lettuce, carrots & red cabbage",unknown,"Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",20200619,20200804,20201216,20200722,"Product Code, Z160, Z161, Z163, Z164, Z172, Z174, Z175, Z176. USED BY or Before 7/11/2020",
Terminated,Pico Rivera,CA,United States,Class I,{},Food,91036,Mariscos Bahia Inc,8300 Rex Rd,N/A,90660-3719,Voluntary: Firm initiated,E-Mail,Product was distributed to 179 customers located in Arizona and California.  The firm utilizes 3 distributors in California and 2 in Arizona.  End users are primarily restaurants.,F-0088-2023,"Fresh Salmon Fillet Portions (6,7,8,9,10 oz.) packed in 10-50 lb. corrugated cardboard or Styrofoam boxes","179,002.40 lbs.",Possible contamination with salmonella,20221020,20221102,20230106,20221109,Product Code: SALPFS,
Terminated,City Of Industry,CA,United States,Class I,{},Food,89853,T Fresh Company DBA Yes Produce,150 Willow Ave,,91746-2038,Voluntary: Firm initiated,Press Release,"CA, GA, TX",F-0962-2022,"Yes! Enoki Mushrooms; Pesticide Free Produce: Vacuumed packed. Product of China  5.29 oz. (150g) packaged in pink and transparent plastic package. UPC:825382736718; 7.5 oz. (200g) packed in light blue and transparent plastic package. UPC: 825382736947  Distributed by T Fresh CO., city of Industry, CA.","200gram (300 Cases), 49 Pack in a box, 150gram (338 Cases), 64 Pack in a Box",California Department of Public Health sampled product with a result of Listeria monocytogenes,20220318,20220404,20220505,20220413,No codes on packages; Manufacturer provides lot numbers. 150g Enoki Lot number on the box is: 6021053 200g Enoki Lot Number on the Box is: 6021052,
Terminated,Brooklyn,NY,United States,Class I,{},Food,92966,ICE CREAM HOUSE,2 Church Ave,N/A,11218-3096,Voluntary: Firm initiated,Telephone,"OH, NJ, NY",F-1639-2023,Tropical Flute / Pre-Cut 12 Slices; parve; 1 PACK; UPC: 0-91404-15243-3,N/A,Products may be contaminated with Listeria monocytogenes.,20230822,20230928,20240614,20231004,No codes.,
Ongoing,Madison,WI,United States,Class II,{},Food,89890,"Elegant Foods, LLC",537 Atlas Ave,N/A,53714-3107,Voluntary: Firm initiated,Telephone,WI,F-1032-2022,"elegant foods Lemon Macaron, Case of 100.  537 Atlas Ave, Madison, WI  53714.",41 cases,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",20220323,20220502,,20220511,213645A,
Terminated,Orrville,OH,United States,Class I,{},Food,90255,The JM Smucker Company LLC,1 Strawberry Ln,N/A,44667-1241,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY",F-1112-2022,JIF NATURAL PEANUT BUTTER  packaged in 0.64oz and 96 count,47918 cases total,Products are potentially contaminated with Salmonella.,20220520,20220601,20230317,20220608,"Lot codes: 1274425   2140425 UPC: 5150008058, 5150021889 Best By Date 06/28/22 - 02/14/23, 10/01/22 - 05/20/23",
Terminated,Windermere,FL,United States,Class II,{},Food,85918,Fresh Express Incorporated,4757 The Grove Dr,N/A,34786-8426,Voluntary: Firm initiated,E-Mail,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada",F-1101-2020,"Hy-Vee Chopped Kit Chipotle Cheddar Salad 11.4 oz., UPC 075450246728, Green & red cabbage & green onions",unknown,"Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",20200619,20200804,20201216,20200722,"Product Code  Z158, Z162, Z163, Z164. USED BY or Before 7/08/2020",
Terminated,Leola,PA,United States,Class II,{},Food,92802,"Regal Foods, Inc",171 Butter Rd,N/A,17540-9549,Voluntary: Firm initiated,E-Mail,"The product was distributed to the following states: GA, MD, PA, KY",F-1610-2023,REGAL HERBS & GARLIC 25# 5# 2# various containers.,660 lbs.,The firm initiated a recall of various seasonings because rodent feces was found in samples of oregano.,20230720,20230926,20231120,20231004,Code: 8400,
Completed,College Park,GA,United States,Class II,{},Food,88509,"Sysco Atlanta, LLC",2225 Riverdale Rd,,30337-5111,Voluntary: Firm initiated,Letter,"Product was shipped to the following states: GA, NC & TN.",F-0992-2021,"DAIYA CHEESE VEGAN CHEDDAR STYLE SLICE 8/7.8oz Plastic bag MANUFACDTURED BY: DAIYA FOODS INC., BURNABY, BC CANADA VSA 4R4 PRODUCT OF CANADA KEEP REFRIGERATED UPC 3 08 71459 00022 1",17cs/8/7.8oz bags,The firm determined that the food was not held at an appropriate temperature. Because of the time-temperature relationship of the environment this food could be unsafe to consume.,20210813,20210920,,20210929,All lot codes shipped between 7/14/2021 and 8/13/2021,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0087-2024,"Orchard Bistro, Egg Salad Kaiser, Net . Wt. 5.5 Oz. Single Serving, Keep refrigerated",26,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021984,
Ongoing,Norcross,GA,United States,Class I,{},Food,87655,Hi Tech Pharmaceuticals,6015 Unity Dr Ste B,N/A,30071-3575,Voluntary: Firm initiated,Press Release,"Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV & WY.",F-0502-2021,"ISOMORPH 28 PURE WHEY iSOLATE COOKIES N CREAM DIETARY SUPPLEMENT  NET WT. 2lb, UPC 6 49241 89836 8 & 5lb, UPC 6 49241 87832 5 jugs Manufactured By: APS Distribution, Inc. 6015-B Unity Drive Norcross, GA 30071",2lbs - 315 jugs + 5lbs 378 jugs,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",20210403,20210518,,20210526,2lb - All EXP DATES up to and including 10/2023 5lb - All EXP DATES up to and including 09/2021,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1189-2023,S00527	RUB FOR ROAST BEEF         P2	30.00	BOX,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,SE277961 SE279945 SE282206 SE284193 SE284194,
Terminated,Rancho Dominguez,CA,United States,Class III,{},Food,85253,"Organic By Nature, Inc.",2610 Homestead Pl,N/A,90220-5610,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","nationwide, Canada and Netherlands",F-0898-2020,"Daily Fiber Blend - Caramel Apple Flavor;  Organic Plant Powder Mix for preparation of a fiber-rich drink,  540g Plastic Bottle, 180g Bio Bag Terra Pouch;  Finished Product Item#: 2012E, 2012, 2012-P65, 2013, 2013-P65, 2016, 2016-P65    Brand names of:  Platinum Health Europe, Netherlands;  Purim - Rancho Dominguez, CA;",xx,Firm was notified by supplier that Organic Ground Flaxseed powder was under recall by manufacturer due to unapproved herbicide - Haloxyfop,20200224,20200413,20210202,20200401,"Premium Health Europe 540 g - lot: 73135;  Purim Health Products 540 g plastic bottle - lots: 72644, 72738, 72848, 73006, 73270BUS, 73171A, 73397, 72645A, 73007A,  73170BCA, 73398A.  540g Terra Pouch lots: 72645B, 73007B, 73171B, 73398CUS, 72849A, 73398CCA,  180 g lots: 72737B, 72849BUS, 73170A, 73398BUS, 72737A, 72849BCA, 73398BCA.",
